Data;Rs;u2;Tmax;Tmin;RH;pr;ETo
2004-03-21;18.7;0.8;28.6;16.9;77.6;8.4;3.6
2004-03-22;16.4;0.7;30.5;17.4;75.5;0.3;3.4
2004-03-23;19.5;0.9;29.6;15.9;74.9;12.7;3.9
2004-03-24;21.5;0.6;28.5;16.0;71.1;3.2;4.0
2004-03-25;22.7;1.0;30.4;16.2;68.1;0.0;4.5
2004-03-26;19.9;1.0;30.0;17.3;67.9;0.0;4.1
2004-03-27;12.3;1.1;30.2;17.1;80.4;0.0;2.8
2004-03-28;20.7;0.8;28.7;15.8;72.9;0.0;3.9
2004-03-29;18.4;0.7;30.3;17.1;74.8;0.0;3.7
2004-03-30;21.5;0.9;31.2;16.6;69.6;0.8;4.2
2004-03-31;20.8;0.8;31.3;15.7;74.7;0.2;4.0
2004-04-01;22.2;1.1;30.9;15.0;67.8;15.7;4.4
2004-04-02;21.0;0.8;30.7;16.5;67.2;0.0;4.1
2004-04-03;20.8;0.9;31.5;18.0;65.2;0.0;4.2
2004-04-04;17.9;0.9;32.4;17.9;75.3;0.0;3.8
2004-04-05;9.0;1.0;30.3;18.9;88.6;22.6;2.1
2004-04-06;14.0;0.9;26.5;17.8;80.4;12.7;2.8
2004-04-07;17.2;0.9;29.9;18.1;75.6;1.0;3.5
2004-04-08;19.4;0.7;30.5;18.4;75.8;0.7;3.8
2004-04-09;17.2;1.1;30.5;19.3;77.4;0.9;3.6
2004-04-10;10.2;0.7;28.7;18.0;84.3;2.1;2.3
2004-04-11;13.2;0.8;28.3;19.2;81.9;0.6;2.8
2004-04-12;7.9;0.8;27.0;18.7;89.8;0.9;1.8
2004-04-13;7.9;0.5;24.5;19.5;87.8;2.6;1.7
2004-04-14;7.9;0.8;25.2;18.9;83.1;1.0;1.8
2004-04-15;14.2;1.4;26.0;19.5;75.8;0.0;3.0
2004-04-16;15.8;0.8;28.4;18.7;78.1;0.0;3.1
2004-04-17;19.3;0.7;29.8;18.0;72.1;0.6;3.6
2004-04-18;19.2;0.7;32.7;17.4;68.4;0.0;3.8
2004-04-19;19.6;0.9;30.5;17.6;67.2;0.0;3.8
2004-04-20;20.1;0.6;31.0;16.0;67.4;0.0;3.7
2004-04-21;20.2;1.2;31.8;17.5;62.2;0.0;4.2
2004-04-22;20.0;1.7;29.7;16.6;64.1;0.0;4.2
2004-04-23;17.1;0.7;29.4;17.5;74.6;0.0;3.2
2004-04-24;16.7;0.6;30.6;16.5;72.4;0.0;3.2
2004-04-25;16.5;0.7;31.0;17.7;72.8;0.0;3.3
2004-04-26;7.5;0.9;29.0;17.1;86.1;19.0;1.8
2004-04-27;14.2;1.2;22.9;16.3;74.9;1.5;2.6
2004-04-28;18.7;1.2;27.6;16.0;71.4;0.0;3.5
2004-04-29;19.5;1.4;26.9;14.0;64.2;0.1;3.7
2004-04-30;17.6;0.8;26.6;12.6;66.9;0.0;3.0
2004-05-01;18.7;0.8;26.4;11.9;61.3;0.0;3.2
2004-05-02;18.2;0.6;28.6;14.3;66.5;0.0;3.1
2004-05-03;18.6;0.7;30.4;14.9;65.1;0.0;3.4
2004-05-04;17.4;1.1;30.7;17.5;69.1;0.0;3.5
2004-05-05;14.6;0.8;30.5;17.1;70.7;0.0;2.9
2004-05-06;18.0;0.9;30.2;16.8;67.1;0.0;3.4
2004-05-07;15.3;0.9;30.3;16.9;70.6;0.0;3.1
2004-05-08;10.4;0.8;29.7;16.9;75.8;0.0;2.3
2004-05-09;12.5;0.8;26.8;16.1;74.9;0.0;2.4
2004-05-10;13.0;0.7;27.3;14.5;74.2;0.0;2.4
2004-05-11;15.9;0.7;28.5;14.7;66.6;0.0;2.9
2004-05-12;13.7;0.8;28.8;15.3;72.3;0.0;2.6
2004-05-13;10.6;0.7;29.3;16.8;77.8;0.0;2.2
2004-05-14;15.4;0.7;28.6;17.1;69.6;0.0;2.9
2004-05-15;7.6;0.8;30.2;17.4;76.6;0.0;2.0
2004-05-16;13.3;0.9;28.2;17.1;76.6;0.0;2.6
2004-05-17;15.1;1.0;27.8;15.8;75.4;0.0;2.8
2004-05-18;15.2;1.0;28.5;17.5;77.5;0.0;2.9
2004-05-19;15.6;1.0;28.4;15.9;67.4;0.0;3.0
2004-05-20;15.1;0.7;29.5;17.1;72.8;0.0;2.8
2004-05-21;14.7;1.3;28.0;16.7;75.2;0.0;2.8
2004-05-22;14.3;1.2;27.0;15.4;70.2;0.0;2.8
2004-05-23;14.6;1.5;26.3;15.2;67.5;0.0;2.9
2004-05-24;15.9;1.1;26.7;13.5;70.6;0.0;2.8
2004-05-25;15.4;0.9;28.2;15.3;70.6;0.0;2.8
2004-05-26;10.9;1.1;28.7;16.6;76.6;1.4;2.4
2004-05-27;16.7;1.0;25.2;10.5;60.5;1.0;2.8
2004-05-28;12.5;0.8;24.5;10.8;74.9;0.0;2.1
2004-05-29;7.9;1.3;22.7;14.7;86.7;0.7;1.6
2004-05-30;15.3;0.9;23.4;13.2;75.5;8.6;2.4
2004-05-31;15.0;0.6;28.5;14.5;75.1;0.0;2.5
2004-06-01;13.3;0.8;28.7;15.2;72.8;0.0;2.5
2004-06-02;10.5;0.6;27.5;15.1;75.0;7.0;2.0
2004-06-03;6.4;0.8;25.6;15.9;85.6;5.7;1.5
2004-06-04;9.9;0.7;22.6;13.3;82.8;0.3;1.7
2004-06-05;15.9;0.6;23.1;8.2;74.3;0.4;2.2
2004-06-06;15.9;0.7;25.0;10.3;65.4;0.0;2.4
2004-06-07;16.1;0.9;25.4;9.6;65.0;0.0;2.5
2004-06-08;15.5;0.8;26.5;9.9;64.2;0.0;2.5
2004-06-09;11.8;1.0;26.8;12.2;71.8;0.0;2.3
2004-06-10;12.8;1.3;27.3;14.6;70.9;0.0;2.6
2004-06-11;10.1;1.0;26.3;12.9;71.8;0.0;2.1
2004-06-12;15.2;0.7;26.2;12.2;67.9;0.0;2.4
2004-06-13;10.9;1.0;27.5;14.3;75.8;0.0;2.2
2004-06-14;10.6;1.0;25.2;13.9;70.8;0.0;2.1
2004-06-15;14.7;1.1;25.3;13.9;73.1;0.0;2.5
2004-06-16;15.1;1.1;27.8;12.0;69.8;0.0;2.7
2004-06-17;14.9;1.0;28.2;15.1;68.8;0.0;2.7
2004-06-18;13.7;0.9;27.8;13.6;70.0;0.0;2.5
2004-06-19;15.2;1.6;27.0;12.0;55.8;0.0;3.2
2004-06-20;15.9;1.6;25.9;11.8;61.5;0.0;3.1
2004-06-21;13.5;1.4;25.5;12.8;65.6;0.0;2.6
2004-06-22;15.8;0.8;26.2;11.7;63.8;0.0;2.5
2004-06-23;14.6;0.8;28.0;15.4;70.8;0.0;2.6
2004-06-24;14.0;1.4;26.4;13.6;68.2;0.5;2.7
2004-06-25;13.8;1.5;25.6;15.1;62.0;0.0;2.8
2004-06-26;14.7;1.0;26.5;12.4;66.1;0.0;2.6
2004-06-27;14.4;0.9;26.9;14.7;66.4;0.0;2.6
2004-06-28;12.5;1.2;26.6;13.7;65.6;0.0;2.6
2004-06-29;10.0;1.3;27.2;15.0;72.4;0.0;2.3
2004-06-30;15.6;1.1;25.3;13.7;63.8;0.0;2.7
2004-07-01;13.0;1.2;26.4;14.7;66.2;0.0;2.6
2004-07-02;15.9;0.9;26.6;15.0;64.2;0.0;2.7
2004-07-03;15.1;0.8;27.8;13.7;66.1;0.0;2.6
2004-07-04;15.4;0.9;28.2;12.4;61.4;0.0;2.7
2004-07-05;15.3;0.9;29.2;12.2;64.8;0.0;2.7
2004-07-06;15.2;0.8;28.8;12.4;63.1;0.0;2.7
2004-07-07;15.6;1.0;28.2;14.2;63.3;0.0;2.8
2004-07-08;10.3;0.9;28.6;13.4;69.6;0.0;2.3
2004-07-09;6.4;0.8;25.0;15.9;79.3;0.0;1.6
2004-07-10;10.9;1.0;23.8;14.9;80.3;0.0;2.0
2004-07-11;11.9;1.0;26.9;15.7;79.4;24.1;2.3
2004-07-12;13.1;1.7;25.5;14.0;72.4;0.0;2.7
2004-07-13;15.5;1.5;24.8;13.2;69.7;0.0;2.8
2004-07-14;12.1;1.5;26.0;15.7;67.3;0.0;2.6
2004-07-15;16.0;1.4;26.0;15.1;65.2;0.0;3.0
2004-07-16;15.1;1.0;25.8;13.1;64.6;0.0;2.7
2004-07-17;14.3;0.8;28.2;12.7;63.4;0.0;2.6
2004-07-18;12.4;1.6;27.0;15.5;71.5;0.0;2.7
2004-07-19;11.9;2.0;25.1;13.9;74.2;0.0;2.6
2004-07-20;7.8;1.0;23.4;14.6;88.8;9.9;1.6
2004-07-21;11.0;1.8;20.5;12.3;68.4;7.9;2.3
2004-07-22;16.2;1.5;20.7;9.0;60.5;0.0;2.7
2004-07-23;16.5;2.2;21.4;8.0;58.5;0.0;3.2
2004-07-24;17.8;1.8;21.7;8.2;57.4;0.0;3.1
2004-07-25;17.8;1.7;23.0;9.1;56.0;0.0;3.2
2004-07-26;17.8;1.9;24.0;7.1;59.5;0.0;3.3
2004-07-27;17.7;1.6;23.7;8.6;59.5;0.0;3.2
2004-07-28;14.7;1.9;23.5;11.3;61.2;0.0;3.1
2004-07-29;13.4;1.5;22.7;9.0;63.1;0.0;2.7
2004-07-30;17.8;1.0;22.6;7.7;63.5;0.0;2.7
2004-07-31;17.1;1.0;26.0;8.9;58.8;0.0;3.0
2004-08-01;17.2;0.7;28.1;10.0;57.9;0.0;2.9
2004-08-02;15.9;0.8;28.9;12.8;59.3;0.0;3.0
2004-08-03;14.8;0.8;29.8;14.3;57.3;0.0;3.0
2004-08-04;16.0;1.5;27.8;14.3;62.4;0.0;3.4
2004-08-05;18.0;1.8;25.7;12.0;58.1;0.0;3.6
2004-08-06;16.4;1.6;25.2;13.4;58.0;0.0;3.4
2004-08-07;18.1;1.0;26.0;10.7;57.5;0.0;3.2
2004-08-08;17.9;0.9;28.0;12.9;48.8;0.0;3.3
2004-08-09;16.4;1.3;28.4;12.3;64.9;0.0;3.3
2004-08-10;18.6;1.5;26.1;10.1;59.6;0.0;3.5
2004-08-11;19.1;1.0;25.8;8.9;55.8;0.0;3.3
2004-08-12;17.6;1.3;26.9;9.3;55.9;0.0;3.4
2004-08-13;19.8;2.6;25.4;9.2;50.6;0.0;4.4
2004-08-14;18.6;1.9;23.5;8.8;57.5;0.0;3.6
2004-08-15;17.9;1.6;24.2;10.1;58.7;0.0;3.4
2004-08-16;17.5;1.4;25.4;11.5;59.3;0.0;3.4
2004-08-17;17.6;1.0;26.3;11.0;59.4;0.0;3.2
2004-08-18;19.9;1.2;27.0;11.2;55.4;0.0;3.7
2004-08-19;20.2;1.0;28.8;12.0;50.8;0.0;3.8
2004-08-20;20.1;1.1;29.6;13.4;54.4;0.0;3.9
2004-08-21;20.2;1.4;30.6;13.6;54.9;0.0;4.2
2004-08-22;20.2;1.0;31.6;13.2;52.9;0.0;4.0
2004-08-23;20.4;1.0;31.8;13.4;50.0;0.0;4.1
2004-08-24;19.6;0.8;33.2;13.7;48.2;0.0;3.9
2004-08-25;19.5;1.1;34.3;16.6;54.6;0.0;4.3
2004-08-26;16.9;0.8;33.2;16.4;52.1;0.0;3.7
2004-08-27;16.5;1.1;34.0;19.8;53.7;0.0;4.0
2004-08-28;16.0;1.1;32.4;17.0;48.0;0.0;3.9
2004-08-29;16.9;0.9;32.1;18.6;52.5;0.0;3.8
2004-08-30;19.6;0.9;31.3;16.6;50.7;0.0;4.1
2004-08-31;20.9;1.4;33.0;15.9;46.8;0.0;4.8
2004-09-01;21.4;1.5;32.1;16.2;45.5;0.0;4.9
2004-09-02;21.9;1.3;31.0;13.8;42.7;0.0;4.6
2004-09-03;21.5;0.7;33.2;13.8;45.4;0.0;4.2
2004-09-04;19.8;1.2;33.4;16.5;48.3;0.0;4.6
2004-09-05;21.0;1.3;32.5;17.0;54.8;0.0;4.6
2004-09-06;21.1;1.2;33.1;15.3;53.4;0.0;4.6
2004-09-07;22.2;1.2;33.4;15.7;46.3;0.0;4.9
2004-09-08;22.7;1.8;32.2;14.3;42.6;0.0;5.4
2004-09-09;22.7;1.2;31.1;14.6;44.5;0.0;4.8
2004-09-10;22.7;1.2;31.0;15.0;46.8;0.0;4.7
2004-09-11;22.6;1.0;32.2;15.3;38.9;0.0;4.7
2004-09-12;21.3;1.9;29.8;15.7;49.2;0.0;5.0
2004-09-13;22.5;2.5;28.1;15.9;48.9;0.0;5.4
2004-09-14;22.4;1.3;30.4;15.6;48.1;0.0;4.8
2004-09-15;22.0;1.5;33.4;15.5;55.3;0.0;5.1
2004-09-16;15.3;0.8;33.8;16.2;49.2;0.0;3.7
2004-09-17;16.4;1.3;33.3;19.4;55.3;0.0;4.2
2004-09-18;13.2;1.2;32.2;17.7;60.6;0.0;3.6
2004-09-19;15.7;1.4;29.7;15.3;56.6;0.0;3.9
2004-09-20;20.1;1.5;28.8;17.6;50.0;0.0;4.6
2004-09-21;22.1;1.7;31.6;17.4;50.6;0.0;5.3
2004-09-22;24.0;1.7;31.5;18.0;46.2;0.0;5.6
2004-09-23;24.0;1.4;33.0;16.8;42.0;0.0;5.4
2004-09-24;23.9;1.2;35.8;17.5;38.6;0.0;5.6
2004-09-25;23.4;1.2;36.8;18.0;38.1;0.0;5.6
2004-09-26;23.0;1.5;35.2;19.0;38.0;0.0;5.9
2004-09-27;23.9;1.2;34.0;16.5;35.8;0.0;5.5
2004-09-28;24.0;1.1;35.9;16.5;33.7;0.0;5.5
2004-09-29;20.5;1.2;35.7;16.1;35.5;0.0;5.2
2004-09-30;22.5;1.9;35.8;18.1;53.2;0.0;6.0
2004-10-01;20.8;1.9;30.8;18.7;55.5;0.0;5.1
2004-10-02;18.0;1.5;31.6;18.8;59.9;0.0;4.5
2004-10-03;17.0;1.4;33.2;18.9;71.1;2.6;4.1
2004-10-04;9.6;1.6;28.8;17.5;89.2;18.7;2.3
2004-10-05;24.5;0.9;25.0;16.4;62.5;2.3;4.4
2004-10-06;24.6;1.2;31.2;16.9;57.3;0.0;5.1
2004-10-07;19.6;1.5;30.7;16.1;61.7;0.0;4.5
2004-10-08;25.8;1.0;29.1;12.9;44.4;0.0;4.9
2004-10-09;25.4;1.3;33.0;14.8;46.1;0.0;5.6
2004-10-10;19.3;1.6;35.2;17.4;50.6;0.0;5.3
2004-10-11;9.9;0.9;33.0;20.0;86.2;0.0;2.5
2004-10-12;11.3;1.1;24.1;20.0;77.0;7.2;2.6
2004-10-13;10.4;0.9;28.3;20.5;73.5;3.9;2.7
2004-10-14;18.0;0.8;27.5;20.3;60.2;0.5;3.8
2004-10-15;19.8;1.6;34.0;20.6;60.7;0.0;5.1
2004-10-16;20.1;1.6;31.8;21.1;48.2;0.0;5.2
2004-10-17;21.8;1.2;32.6;20.2;56.6;0.0;5.1
2004-10-18;24.8;1.3;33.6;19.2;43.7;0.0;5.8
2004-10-19;14.9;1.2;33.8;19.4;56.9;0.0;4.1
2004-10-20;23.5;1.4;33.0;19.8;61.3;1.3;5.4
2004-10-21;14.5;2.1;31.3;18.5;67.2;0.0;4.1
2004-10-22;19.7;2.0;26.0;17.6;58.4;0.0;4.6
2004-10-23;22.5;1.6;29.4;17.8;52.7;0.0;5.1
2004-10-24;19.0;1.4;31.2;19.4;52.9;0.0;4.8
2004-10-25;16.7;1.1;33.5;19.8;70.4;0.0;4.1
2004-10-26;15.5;1.1;31.0;19.8;80.9;13.7;3.5
2004-10-27;18.7;1.0;28.7;19.9;65.5;4.4;4.1
2004-10-28;18.6;1.1;30.5;20.5;62.0;0.0;4.4
2004-10-29;18.5;2.0;31.0;18.5;62.7;0.0;4.8
2004-10-30;25.8;1.5;31.0;17.3;51.7;0.0;5.7
2004-10-31;26.8;1.3;33.6;16.7;47.9;0.0;6.0
2004-11-01;19.8;1.5;35.8;20.4;67.4;0.0;5.1
2004-11-02;18.9;1.4;34.6;20.3;56.5;5.7;5.0
2004-11-03;26.7;1.4;32.9;19.8;47.3;0.0;6.1
2004-11-04;24.4;1.4;33.6;19.0;48.2;0.0;5.8
2004-11-05;22.0;1.4;34.8;20.9;54.1;0.0;5.5
2004-11-06;22.7;1.2;35.4;20.7;60.0;0.1;5.5
2004-11-07;11.7;1.0;34.0;20.4;73.4;0.5;3.2
2004-11-08;19.4;1.6;30.2;17.1;68.1;0.3;4.5
2004-11-09;26.8;1.6;28.4;17.1;56.3;0.0;5.6
2004-11-10;27.4;1.7;32.5;19.0;48.8;0.0;6.4
2004-11-11;25.5;1.8;34.8;19.8;43.6;0.0;6.6
2004-11-12;20.7;1.8;34.4;21.1;66.2;0.0;5.3
2004-11-13;26.2;0.9;33.1;17.9;48.6;4.5;5.6
2004-11-14;23.5;1.6;34.0;19.9;59.8;0.0;5.7
2004-11-15;15.3;1.9;31.9;19.8;63.4;0.0;4.4
2004-11-16;11.5;1.4;29.9;19.6;81.0;1.5;2.9
2004-11-17;13.1;1.1;27.8;19.9;79.6;4.1;3.0
2004-11-18;15.0;1.0;29.6;19.7;79.6;16.0;3.4
2004-11-19;12.8;0.9;31.2;20.1;86.9;2.2;3.0
2004-11-20;24.9;0.8;28.0;19.1;65.9;10.6;4.9
2004-11-21;22.6;1.2;31.9;18.4;67.8;0.0;5.0
2004-11-22;21.3;1.4;31.5;17.7;60.7;1.8;5.0
2004-11-23;26.3;1.4;30.6;17.0;52.2;0.0;5.7
2004-11-24;26.5;1.7;31.8;17.3;56.1;0.0;6.0
2004-11-25;28.1;1.4;32.2;18.9;49.6;0.0;6.2
2004-11-26;26.9;1.1;34.3;18.7;50.8;0.0;6.0
2004-11-27;24.5;1.1;34.6;18.7;54.2;0.0;5.7
2004-11-28;15.8;1.5;33.1;21.0;75.8;2.2;4.0
2004-11-29;12.3;1.5;29.8;20.4;88.2;12.0;2.9
2004-11-30;11.3;0.6;27.7;19.9;89.0;13.8;2.5
2004-12-01;11.7;1.3;25.9;19.1;78.4;9.6;2.8
2004-12-02;10.5;1.5;23.4;18.6;82.4;0.6;2.4
2004-12-03;11.6;1.7;24.4;18.1;80.1;0.3;2.8
2004-12-04;21.0;1.2;27.7;18.8;69.9;1.5;4.4
2004-12-05;23.9;0.8;33.7;20.3;73.1;4.4;5.2
2004-12-06;23.0;1.1;34.4;19.7;69.9;2.0;5.2
2004-12-07;18.8;1.3;33.2;19.9;69.8;22.0;4.6
2004-12-08;20.3;1.7;31.9;19.6;70.2;5.6;4.9
2004-12-09;18.1;0.7;32.1;19.8;76.7;11.5;4.0
2004-12-10;13.6;0.9;31.2;18.0;79.7;25.9;3.2
2004-12-11;12.2;1.5;28.4;19.6;87.3;13.1;2.8
2004-12-12;10.5;1.2;26.3;18.4;93.6;5.4;2.3
2004-12-13;22.2;0.6;26.2;18.5;72.0;16.6;4.3
2004-12-14;24.5;0.9;30.5;19.0;71.8;0.8;5.0
2004-12-15;19.4;1.2;30.3;20.0;68.8;1.4;4.4
2004-12-16;23.6;1.1;31.5;19.5;70.6;0.0;5.1
2004-12-17;22.3;1.0;32.6;18.2;71.3;2.1;4.9
2004-12-18;19.7;0.9;31.8;20.0;72.8;4.3;4.4
2004-12-19;10.6;1.0;30.6;20.3;87.1;8.2;2.6
2004-12-20;13.3;0.9;25.8;20.5;88.8;13.6;2.8
2004-12-21;12.6;0.9;27.3;19.5;87.9;46.9;2.8
2004-12-22;10.9;1.0;27.5;18.7;90.1;34.5;2.4
2004-12-23;10.6;1.3;24.5;18.8;90.7;34.6;2.3
2004-12-24;11.7;1.4;24.8;19.0;91.9;17.8;2.4
2004-12-25;16.6;1.0;25.8;18.3;78.9;33.7;3.4
2004-12-26;27.4;0.8;31.2;19.1;64.6;0.8;5.6
2004-12-27;21.8;1.0;33.9;20.3;71.3;0.9;5.0
2004-12-28;23.6;0.8;32.3;18.9;72.6;0.0;5.0
2004-12-29;19.1;1.1;33.2;19.3;75.8;0.3;4.4
2004-12-30;14.9;0.9;32.2;20.5;78.7;33.2;3.5
2004-12-31;17.1;0.8;29.5;20.2;82.1;0.0;3.7
2005-01-01;23.8;0.7;29.6;18.2;71.1;0.6;4.8
2005-01-02;14.8;1.1;30.9;18.5;75.5;18.6;3.5
2005-01-03;22.8;1.3;28.8;17.7;66.6;1.2;4.8
2005-01-04;14.3;1.3;30.9;20.4;81.1;2.4;3.4
2005-01-05;14.2;1.4;28.5;19.1;86.8;65.0;3.1
2005-01-06;14.6;1.2;28.2;19.8;82.9;9.8;3.3
2005-01-07;17.1;0.9;28.7;20.2;77.4;2.6;3.7
2005-01-08;14.8;1.2;31.2;20.2;83.4;7.3;3.5
2005-01-09;22.9;0.9;31.6;20.0;67.0;6.2;5.0
2005-01-10;23.4;1.2;33.2;20.5;67.4;5.0;5.3
2005-01-11;18.3;1.3;33.7;21.1;74.6;0.0;4.4
2005-01-12;10.7;1.1;31.4;20.8;88.5;11.5;2.6
2005-01-13;23.7;1.2;28.5;20.0;68.8;12.2;4.9
2005-01-14;26.9;1.2;32.9;18.6;65.1;0.0;5.8
2005-01-15;22.0;1.2;34.1;20.6;72.6;0.0;5.1
2005-01-16;19.8;1.6;33.6;22.1;76.1;0.0;4.8
2005-01-17;10.7;1.4;31.5;21.6;87.6;6.7;2.7
2005-01-18;12.2;1.4;27.3;20.9;92.8;22.7;2.6
2005-01-19;10.5;0.8;27.2;19.9;88.9;19.6;2.4
2005-01-20;14.9;0.8;28.8;19.2;81.0;6.5;3.3
2005-01-21;11.9;1.0;29.8;20.0;85.2;1.0;2.8
2005-01-22;19.8;0.8;29.6;19.8;79.4;4.0;4.2
2005-01-23;26.7;0.7;34.3;19.1;69.2;10.3;5.6
2005-01-24;23.8;0.7;34.3;21.3;67.9;0.0;5.2
2005-01-25;25.4;1.3;33.3;20.7;71.8;0.1;5.6
2005-01-26;17.9;1.0;32.6;20.8;77.6;0.0;4.1
2005-01-27;10.6;0.9;29.4;19.7;87.9;30.4;2.5
2005-01-28;15.2;1.2;26.4;19.7;81.0;4.2;3.3
2005-01-29;11.0;1.1;29.5;19.9;85.4;44.1;2.6
2005-01-30;11.4;1.0;28.4;19.5;83.2;6.3;2.7
2005-01-31;21.0;1.0;28.7;19.6;73.5;7.9;4.4
2005-02-01;14.3;1.2;30.0;18.5;83.7;0.0;3.3
2005-02-02;11.6;0.9;27.7;17.6;85.9;5.1;2.6
2005-02-03;19.4;0.9;28.9;18.7;81.4;8.0;4.0
2005-02-04;25.4;0.8;30.0;19.2;65.3;16.1;5.1
2005-02-05;16.2;1.1;33.9;20.1;81.9;0.0;3.8
2005-02-06;20.2;1.3;30.8;19.2;76.9;12.7;4.4
2005-02-07;26.2;1.1;30.3;16.6;59.0;0.0;5.4
2005-02-08;26.5;1.3;28.9;15.3;60.9;0.0;5.3
2005-02-09;23.4;1.5;29.4;15.8;62.8;0.0;5.0
2005-02-10;24.1;1.1;28.0;15.8;66.5;0.0;4.8
2005-02-11;26.8;1.0;31.1;15.6;61.4;0.0;5.4
2005-02-12;22.0;1.6;32.1;19.8;74.6;0.0;4.9
2005-02-13;22.9;1.0;31.9;20.1;73.9;0.0;4.9
2005-02-14;25.4;1.0;32.6;18.5;64.2;6.2;5.4
2005-02-15;25.3;0.8;32.3;18.5;64.0;0.0;5.2
2005-02-16;19.8;0.7;32.0;19.5;69.3;0.1;4.3
2005-02-17;18.1;0.6;31.9;19.9;77.4;0.5;3.9
2005-02-18;19.2;1.2;32.0;20.1;80.9;0.1;4.2
2005-02-19;17.1;0.8;30.4;19.2;85.9;54.0;3.6
2005-02-20;25.5;0.6;31.2;17.7;71.3;29.4;5.0
2005-02-21;25.7;0.9;31.9;17.7;61.6;0.0;5.2
2005-02-22;26.0;0.9;30.0;17.5;55.8;0.0;5.2
2005-02-23;25.0;0.6;33.5;17.7;62.5;0.0;5.1
2005-02-24;23.7;0.7;34.6;19.1;64.8;0.0;5.1
2005-02-25;20.6;0.8;34.9;20.2;69.4;0.0;4.6
2005-02-26;15.8;1.3;33.0;19.7;79.0;27.9;3.8
2005-02-27;22.0;1.0;31.7;20.2;77.5;12.0;4.6
2005-02-28;16.5;0.7;32.4;21.0;80.3;4.2;3.7
2005-03-01;12.2;0.9;31.2;21.1;84.1;7.6;2.9
2005-03-02;9.6;0.9;29.1;18.9;90.5;4.1;2.2
2005-03-03;9.6;1.2;23.6;18.0;94.6;56.6;2.0
2005-03-04;9.7;1.0;22.0;18.0;94.3;46.4;1.9
2005-03-05;15.1;0.6;24.5;18.3;87.3;54.4;2.9
2005-03-06;22.8;0.8;29.0;18.1;73.4;2.3;4.4
2005-03-07;21.7;1.0;32.6;18.5;69.2;0.0;4.6
2005-03-08;19.2;0.8;30.0;20.2;72.9;0.0;4.0
2005-03-09;22.5;0.7;32.1;19.5;74.2;3.4;4.6
2005-03-10;18.4;0.7;34.2;19.6;80.2;0.0;4.0
2005-03-11;12.6;0.8;31.3;20.5;84.9;11.1;2.9
2005-03-12;22.4;0.5;31.0;18.8;70.6;0.9;4.4
2005-03-13;22.8;1.1;33.4;20.8;66.1;0.0;5.0
2005-03-14;21.9;1.4;34.1;21.0;69.0;0.0;5.1
2005-03-15;14.9;1.1;32.4;20.8;81.1;0.7;3.5
2005-03-16;13.9;0.6;30.8;20.2;82.9;41.1;3.0
2005-03-17;16.3;0.9;37.2;19.6;79.6;6.2;3.9
2005-03-18;14.3;0.8;30.2;19.9;84.8;0.0;3.1
2005-03-19;13.6;0.7;29.8;19.8;83.4;14.3;2.9
2005-03-20;10.4;0.7;29.7;20.3;85.3;5.5;2.4
2005-03-21;13.1;0.9;28.7;19.9;83.2;13.0;2.9
2005-03-22;19.0;1.0;26.1;20.2;73.8;5.6;3.7
2005-03-23;21.2;1.0;30.9;19.7;69.4;0.0;4.4
2005-03-24;19.8;0.9;32.5;18.8;71.2;0.0;4.2
2005-03-25;13.6;1.3;31.8;20.4;85.6;0.0;3.1
2005-03-26;17.6;1.0;27.8;18.5;77.6;4.6;3.5
2005-03-27;15.2;0.9;29.2;18.9;80.2;0.0;3.2
2005-03-28;21.5;1.0;28.5;18.2;71.6;2.9;4.2
2005-03-29;20.1;1.2;29.8;18.2;70.4;0.0;4.1
2005-03-30;21.6;1.0;29.7;17.9;69.1;0.0;4.2
2005-03-31;21.2;1.3;32.7;18.2;70.2;0.0;4.6
2005-04-01;21.2;1.2;32.1;19.1;67.0;0.1;4.5
2005-04-02;20.2;1.1;31.0;19.5;70.1;0.0;4.2
2005-04-03;21.1;0.9;32.4;18.0;67.8;0.0;4.3
2005-04-04;20.8;0.7;33.5;17.7;68.1;0.0;4.2
2005-04-05;21.6;0.5;33.3;19.3;62.3;0.0;4.2
2005-04-06;20.5;1.0;32.8;19.5;67.1;0.0;4.3
2005-04-07;20.8;1.2;31.8;20.3;68.1;0.0;4.4
2005-04-08;21.1;1.1;32.2;18.1;69.4;0.0;4.3
2005-04-09;20.2;0.9;33.3;18.2;64.1;0.0;4.3
2005-04-10;20.5;1.4;31.5;18.1;62.7;0.0;4.4
2005-04-11;21.0;1.5;31.3;17.8;63.3;0.0;4.6
2005-04-12;20.8;0.9;30.8;16.9;66.9;0.0;4.0
2005-04-13;21.0;1.0;32.7;17.5;63.7;0.0;4.3
2005-04-14;18.3;1.1;31.6;18.5;66.8;0.0;3.9
2005-04-15;18.5;1.0;30.8;18.4;65.9;0.0;3.8
2005-04-16;19.1;0.7;30.8;17.4;68.1;0.0;3.7
2005-04-17;19.1;0.8;32.5;17.5;73.4;0.0;3.8
2005-04-18;18.6;1.2;32.7;18.0;68.2;8.8;4.0
2005-04-19;19.0;1.3;30.5;17.8;67.2;0.1;3.9
2005-04-20;14.9;0.8;30.3;17.3;72.6;0.0;3.1
2005-04-21;18.5;0.9;30.6;17.2;72.2;0.0;3.6
2005-04-22;19.0;0.8;31.9;17.5;70.2;0.0;3.7
2005-04-23;15.8;0.8;31.5;17.5;72.9;0.0;3.2
