Data;Rs;u2;Tmax;Tmin;RH;pr;ETo
2011-06-11;17.4;0.7;23.4;11.0;73.6;0.0;2.4
2011-06-12;16.3;1.4;25.2;10.0;75.1;0.0;2.7
2011-06-13;16.6;1.0;25.2;9.9;74.8;0.0;2.6
2011-06-14;16.9;1.2;25.2;8.4;67.9;0.0;2.7
2011-06-15;16.6;1.8;24.6;7.9;68.7;0.0;2.9
2011-06-16;16.8;1.3;24.9;8.6;70.6;0.0;2.7
2011-06-17;17.0;1.0;25.6;8.5;66.9;0.0;2.6
2011-06-18;15.4;0.7;26.6;12.6;66.9;0.0;2.4
2011-06-19;17.3;0.7;27.7;8.3;66.3;0.0;2.6
2011-06-20;17.5;0.9;27.8;9.6;67.0;0.0;2.8
2011-06-21;17.4;0.8;28.2;9.7;69.5;0.0;2.7
2011-06-22;17.0;0.8;28.6;9.7;68.8;0.0;2.7
2011-06-23;17.4;1.2;27.4;10.4;70.2;0.0;2.9
2011-06-24;17.1;0.7;27.2;9.8;71.9;0.0;2.6
2011-06-25;16.7;0.9;27.3;10.1;71.7;0.0;2.7
2011-06-26;16.3;0.7;27.4;9.8;72.7;0.0;2.5
2011-06-27;13.8;0.7;26.9;11.9;73.2;0.0;2.3
2011-06-28;15.6;0.4;26.8;9.8;69.8;0.0;2.3
2011-06-29;13.5;1.5;27.5;13.3;72.4;0.0;2.7
2011-06-30;17.7;1.3;27.8;10.6;72.1;0.0;3.0
2011-07-01;17.1;0.9;28.7;9.9;71.0;0.0;2.8
2011-07-02;17.6;0.7;28.8;10.8;69.2;0.0;2.8
2011-07-03;17.3;0.7;29.3;10.5;68.2;0.0;2.8
2011-07-04;16.1;0.7;29.0;11.8;65.9;0.0;2.6
2011-07-05;16.2;0.9;28.7;10.7;69.6;0.0;2.8
2011-07-06;16.6;0.9;27.7;11.8;65.2;0.0;2.8
2011-07-07;16.5;1.0;27.5;9.5;62.6;0.0;2.8
2011-07-08;17.4;0.8;26.3;8.9;62.8;0.0;2.6
2011-07-09;17.5;1.3;26.8;7.0;66.3;0.0;3.0
2011-07-10;17.9;1.4;26.0;8.7;67.2;0.0;3.0
2011-07-11;18.0;1.1;26.7;7.2;64.1;0.0;2.9
2011-07-12;17.7;1.1;26.5;6.9;63.1;0.0;2.9
2011-07-13;18.2;1.2;25.8;6.6;63.5;0.0;3.0
2011-07-14;17.9;0.8;26.6;6.7;61.1;0.0;2.7
2011-07-15;18.2;0.9;27.8;6.7;57.0;0.0;3.0
2011-07-16;17.9;1.0;28.2;7.8;61.8;0.0;3.0
2011-07-17;16.9;1.3;28.8;10.9;65.2;0.0;3.2
2011-07-18;17.6;1.0;29.3;10.9;65.1;0.0;3.1
2011-07-19;16.0;0.8;30.1;11.6;63.2;0.0;2.9
2011-07-20;15.8;2.0;27.9;13.4;70.2;0.0;3.3
2011-07-21;18.6;1.2;27.0;9.7;66.2;0.0;3.1
2011-07-22;18.2;0.8;28.7;8.4;57.2;0.0;3.0
2011-07-23;12.7;1.8;27.1;10.9;67.4;0.0;2.9
2011-07-24;11.3;1.8;24.4;13.4;68.4;0.0;2.6
2011-07-25;10.7;2.0;23.4;12.6;70.8;0.0;2.5
2011-07-26;9.3;1.8;22.1;14.3;75.2;0.0;2.1
2011-07-27;18.1;1.6;23.9;9.1;71.1;0.0;3.0
2011-07-28;17.6;1.5;26.1;9.0;65.3;0.0;3.2
2011-07-29;18.2;1.0;27.4;9.4;61.0;0.0;3.2
2011-07-30;18.2;0.7;29.4;9.4;59.8;0.0;3.0
2011-07-31;18.4;0.8;30.4;10.8;58.0;0.0;3.2
2011-08-01;16.1;0.9;30.7;11.5;55.6;0.0;3.2
2011-08-02;18.7;1.1;31.0;10.5;52.1;0.0;3.6
2011-08-03;14.2;0.8;31.8;14.8;51.9;0.0;3.1
2011-08-04;19.6;1.5;28.6;11.2;52.7;0.0;3.8
2011-08-05;19.1;1.8;27.9;8.2;63.9;0.0;3.8
2011-08-06;19.1;1.3;30.2;12.4;69.2;0.0;3.6
2011-08-07;19.6;1.1;32.1;13.3;61.7;0.0;3.8
2011-08-08;19.3;0.9;32.2;12.8;57.5;0.0;3.7
2011-08-09;19.5;0.9;32.7;11.8;58.5;0.0;3.7
2011-08-10;18.3;0.9;32.7;12.3;53.3;0.0;3.7
2011-08-11;19.4;2.1;30.0;14.7;62.4;0.0;4.3
2011-08-12;20.2;1.3;29.2;11.4;64.9;0.0;3.8
2011-08-13;20.7;1.0;31.1;9.6;55.0;0.0;3.9
2011-08-14;20.5;0.9;32.7;10.1;47.7;0.0;3.9
2011-08-15;20.0;1.9;30.8;11.9;54.5;0.0;4.6
2011-08-16;21.2;1.6;28.5;8.9;57.3;0.0;4.1
2011-08-17;21.4;1.0;29.7;9.4;54.5;0.0;3.8
2011-08-18;21.1;1.2;31.1;10.4;48.9;0.0;4.1
2011-08-19;21.6;1.4;31.2;9.7;48.4;0.0;4.4
2011-08-20;20.5;0.9;32.2;10.7;50.7;0.0;3.9
2011-08-21;20.4;1.7;31.2;13.3;59.2;0.0;4.4
2011-08-22;17.0;2.1;28.3;15.6;66.9;0.0;3.9
2011-08-23;21.5;1.9;28.2;12.1;60.9;0.0;4.4
2011-08-24;21.4;1.6;30.4;10.8;56.8;0.0;4.5
2011-08-25;22.0;2.0;30.5;13.1;60.0;0.0;4.8
2011-08-26;18.5;1.0;30.2;11.2;55.1;0.0;3.8
2011-08-27;21.4;2.0;30.5;14.1;55.3;0.0;4.8
2011-08-28;22.5;1.4;30.2;12.1;55.6;0.0;4.5
2011-08-29;22.9;1.1;31.1;10.2;52.0;0.0;4.4
2011-08-30;22.7;0.8;32.5;10.1;49.1;0.1;4.2
2011-08-31;21.9;0.9;34.3;11.5;45.7;0.0;4.4
2011-09-01;19.1;2.1;32.7;16.3;63.9;0.0;4.7
2011-09-02;21.7;1.8;29.6;15.0;60.2;0.0;4.6
2011-09-03;23.4;1.6;27.7;7.9;49.6;0.0;4.5
2011-09-04;23.9;1.2;29.5;7.7;47.2;0.0;4.5
2011-09-05;23.4;1.1;31.9;8.2;44.5;0.0;4.7
2011-09-06;23.0;0.9;33.5;8.4;41.4;0.0;4.6
2011-09-07;23.2;1.5;33.9;10.1;40.8;0.0;5.4
2011-09-08;22.1;1.7;33.2;11.3;48.7;0.0;5.2
2011-09-09;22.6;1.2;34.0;11.9;44.3;0.0;4.9
2011-09-10;22.7;1.0;35.4;12.8;41.5;0.0;4.9
2011-09-11;21.3;1.3;34.6;13.6;40.9;0.0;5.1
2011-09-12;18.3;2.0;29.2;16.1;63.0;0.0;4.3
2011-09-13;21.8;1.8;30.8;15.1;63.0;0.0;4.8
2011-09-14;13.1;1.5;30.8;16.0;63.8;0.1;3.6
2011-09-15;13.5;1.8;27.5;16.5;66.6;1.0;3.5
2011-09-16;11.1;1.7;25.5;14.1;70.7;0.2;2.9
2011-09-17;19.4;2.2;24.5;11.3;62.7;0.0;4.0
2011-09-18;24.4;2.3;25.2;10.7;57.4;0.0;4.8
2011-09-19;25.7;2.3;26.1;9.1;56.2;0.0;5.0
2011-09-20;24.9;1.5;28.2;8.1;52.8;0.0;4.8
2011-09-21;25.0;1.1;30.9;8.8;43.4;0.0;4.9
2011-09-22;23.8;1.4;33.1;11.6;43.8;0.0;5.4
2011-09-23;21.8;1.9;34.1;13.4;42.4;0.0;5.8
2011-09-24;15.6;1.5;33.9;13.9;45.8;0.0;4.6
2011-09-25;16.7;2.7;30.1;17.6;63.2;0.0;4.6
2011-09-26;20.4;2.3;27.8;14.0;64.4;0.0;4.5
2011-09-27;25.1;1.6;29.6;10.7;52.6;0.0;5.2
2011-09-28;24.2;1.3;32.4;12.4;49.3;0.0;5.2
2011-09-29;24.4;1.8;33.8;14.7;51.2;0.0;5.8
2011-09-30;24.9;1.6;34.4;14.4;52.3;0.0;5.8
2011-10-01;20.4;1.5;35.0;15.4;46.6;0.0;5.3
2011-10-02;24.5;1.2;35.0;13.1;44.8;0.0;5.5
2011-10-03;5.4;1.1;29.7;17.8;80.3;1.2;1.8
2011-10-04;15.3;1.6;23.7;16.0;73.7;13.7;3.2
2011-10-05;9.2;2.1;24.3;18.3;74.9;0.0;2.6
2011-10-06;10.3;1.3;24.8;16.8;79.4;0.0;2.4
2011-10-07;25.1;1.8;27.9;14.3;65.2;0.0;5.0
2011-10-08;24.8;2.2;30.4;15.6;58.3;0.0;5.6
2011-10-09;22.9;1.5;31.7;15.1;60.2;0.0;5.1
2011-10-10;13.7;0.8;31.9;18.9;63.9;0.1;3.4
2011-10-11;16.5;1.3;33.1;17.1;73.0;1.0;4.0
2011-10-12;21.8;1.4;32.8;18.8;69.6;7.7;4.9
2011-10-13;14.9;1.5;31.1;20.4;75.4;0.0;3.6
2011-10-14;8.0;0.7;27.2;19.8;83.9;7.7;2.0
2011-10-15;10.5;0.9;26.5;19.5;83.4;3.1;2.4
2011-10-16;13.6;0.9;28.2;19.8;82.5;29.6;3.0
2011-10-17;15.5;1.2;29.8;18.4;82.9;11.3;3.4
2011-10-18;19.1;2.6;28.2;18.1;69.9;1.6;4.5
2011-10-19;22.0;2.0;26.7;15.6;64.1;0.0;4.7
2011-10-20;25.7;2.1;27.5;13.3;60.9;0.0;5.3
2011-10-21;17.3;2.0;25.7;13.8;63.1;0.0;4.0
2011-10-22;8.6;1.7;21.6;14.0;87.5;2.5;1.9
2011-10-23;8.9;0.9;19.5;16.0;92.6;32.6;1.8
2011-10-24;16.7;1.4;23.6;15.2;78.4;19.5;3.3
2011-10-25;25.6;1.8;28.1;14.1;68.1;0.0;5.1
2011-10-26;20.7;1.3;30.1;17.1;70.8;0.0;4.5
2011-10-27;15.9;0.8;29.5;19.0;80.0;18.5;3.4
2011-10-28;28.1;0.8;32.0;17.5;65.8;2.2;5.6
2011-10-29;23.8;1.1;33.8;18.1;67.6;0.0;5.2
2011-10-30;17.3;0.9;31.2;18.6;68.2;17.2;3.9
2011-10-31;12.9;1.6;27.6;15.9;79.0;4.8;3.1
2011-11-01;10.5;2.2;24.0;14.1;68.8;0.1;3.0
2011-11-02;24.1;1.8;25.0;10.6;67.6;0.0;4.5
2011-11-03;24.2;1.4;27.6;12.0;64.6;0.0;4.8
2011-11-04;26.3;1.7;28.7;13.0;63.9;0.0;5.3
2011-11-05;23.8;1.5;29.3;14.2;60.7;0.0;5.1
2011-11-06;23.4;1.3;30.2;12.7;54.4;0.0;5.0
2011-11-07;15.1;0.9;30.0;16.4;61.9;0.0;3.6
2011-11-08;22.2;1.0;29.3;15.3;62.2;0.6;4.6
2011-11-09;25.0;1.6;29.4;14.9;62.6;0.0;5.3
2011-11-10;21.9;1.2;30.0;13.6;66.1;0.0;4.6
2011-11-11;27.8;1.0;31.9;14.6;59.2;0.0;5.6
2011-11-12;21.9;1.4;32.3;17.2;61.0;0.0;5.1
2011-11-13;19.8;1.5;30.8;17.6;68.4;39.1;4.6
2011-11-14;17.8;1.8;29.2;17.1;77.1;0.0;4.0
2011-11-15;10.1;1.1;26.8;18.4;89.1;23.8;2.3
2011-11-16;21.6;0.9;27.8;18.4;79.2;23.7;4.3
2011-11-17;23.1;1.1;30.3;17.1;70.9;0.4;4.8
2011-11-18;23.9;1.7;30.4;17.1;78.1;0.0;5.0
2011-11-19;15.5;1.6;27.9;17.4;83.2;2.5;3.4
2011-11-20;20.7;1.9;26.3;15.9;75.0;10.7;4.2
2011-11-21;19.9;1.7;28.0;16.1;74.8;0.0;4.2
2011-11-22;19.1;1.3;28.9;15.7;82.9;3.1;3.9
2011-11-23;11.4;0.7;28.2;19.2;87.7;11.6;2.6
2011-11-24;26.2;0.8;29.9;19.5;73.4;10.7;5.2
2011-11-25;25.5;0.8;32.3;17.0;67.9;0.0;5.3
2011-11-26;8.0;1.0;28.9;17.6;88.8;43.9;2.1
2011-11-27;7.8;0.6;22.5;17.0;91.8;62.0;1.7
2011-11-28;8.7;0.8;22.0;17.2;91.2;38.9;1.9
2011-11-29;17.7;1.7;25.0;16.8;80.1;37.4;3.6
2011-11-30;14.7;1.0;27.0;17.2;81.4;4.0;3.1
2011-12-01;13.5;0.7;27.5;18.9;88.7;11.5;2.9
2011-12-02;13.6;0.7;27.3;18.5;87.3;14.9;2.9
2011-12-03;18.2;1.7;27.3;18.2;77.8;7.4;3.9
2011-12-04;15.9;1.3;26.5;17.0;79.2;1.6;3.4
2011-12-05;19.0;1.1;28.2;17.7;78.2;0.6;4.0
2011-12-06;19.7;1.4;29.9;18.3;76.5;0.0;4.3
2011-12-07;13.7;1.2;29.3;19.9;79.8;0.9;3.2
2011-12-08;11.8;0.8;27.9;19.9;81.4;6.8;2.7
2011-12-09;12.6;0.9;27.8;19.6;77.9;1.4;2.9
2011-12-10;7.7;1.0;25.0;17.9;90.9;10.9;1.8
2011-12-11;20.2;0.6;25.9;17.7;77.2;22.9;3.9
2011-12-12;24.9;0.8;29.3;17.6;72.6;0.0;4.9
2011-12-13;22.7;1.0;30.9;18.4;77.8;34.8;4.7
2011-12-14;14.5;1.4;29.5;18.8;81.3;0.0;3.4
2011-12-15;7.9;0.8;25.9;18.9;93.5;55.2;1.8
2011-12-16;11.0;1.2;25.1;19.5;90.5;30.5;2.4
2011-12-17;11.1;0.9;25.9;19.1;89.1;107.8;2.4
2011-12-18;9.3;0.4;24.0;19.0;92.1;77.4;2.0
2011-12-19;7.7;0.2;23.6;18.0;91.8;41.2;1.8
2011-12-20;16.0;0.4;26.5;19.0;82.0;72.1;3.3
2011-12-21;23.7;0.5;30.5;17.6;71.6;0.0;4.7
2011-12-22;18.8;0.8;31.0;17.6;78.5;0.0;4.0
2011-12-23;25.9;0.9;30.6;16.2;71.2;10.7;5.2
2011-12-24;22.0;1.1;31.6;18.7;73.2;1.8;4.8
2011-12-25;20.2;1.0;32.1;19.8;70.0;0.0;4.6
2011-12-26;16.6;1.1;31.5;18.9;73.5;0.0;3.9
2011-12-27;20.2;1.3;30.0;17.6;79.8;32.2;4.3
2011-12-28;19.2;1.1;29.4;18.7;84.2;16.8;4.0
2011-12-29;11.9;0.7;28.4;18.5;90.6;4.7;2.6
2011-12-30;18.9;0.7;28.3;19.1;82.4;23.3;3.9
2011-12-31;11.4;0.5;28.2;19.6;89.1;18.6;2.5
2012-01-01;9.5;1.7;26.7;19.4;90.8;73.2;2.2
2012-01-02;6.7;1.8;24.9;19.6;94.4;65.4;1.6
2012-01-03;21.8;0.9;28.8;19.7;81.5;39.2;4.4
2012-01-04;21.1;1.0;29.9;18.3;81.4;0.8;4.4
2012-01-05;25.0;1.1;30.3;17.3;77.3;25.8;5.0
2012-01-06;13.1;1.0;28.9;17.8;86.6;28.9;2.9
2012-01-07;19.3;0.9;27.2;18.4;84.1;40.9;3.9
2012-01-08;8.7;0.7;25.5;19.0;91.6;20.3;2.0
2012-01-09;7.3;0.8;22.0;17.9;91.1;23.2;1.7
2012-01-10;11.2;1.7;23.0;18.0;80.2;10.4;2.6
2012-01-11;9.4;1.4;24.2;17.9;80.4;10.7;2.4
2012-01-12;15.1;1.2;25.8;18.1;75.2;0.0;3.3
2012-01-13;15.8;1.2;27.4;18.8;77.1;0.1;3.5
2012-01-14;26.9;1.2;29.5;16.8;69.3;7.6;5.3
2012-01-15;25.1;1.0;31.5;19.2;70.7;0.0;5.3
2012-01-16;26.3;1.1;32.6;18.8;66.8;1.3;5.6
2012-01-17;25.3;1.1;32.6;18.3;63.6;0.6;5.5
2012-01-18;29.0;1.5;31.9;16.8;61.7;0.0;6.1
2012-01-19;24.2;1.6;32.0;18.4;65.2;0.0;5.5
2012-01-20;25.7;1.4;31.5;16.8;65.1;0.0;5.5
2012-01-21;26.7;1.6;30.8;17.4;64.9;0.0;5.7
2012-01-22;26.2;1.7;31.4;16.3;64.8;0.0;5.7
2012-01-23;26.4;1.7;31.3;17.5;68.1;0.0;5.7
2012-01-24;26.5;1.7;32.0;17.2;64.4;0.0;5.8
2012-01-25;27.7;1.7;31.9;17.2;66.9;0.0;5.9
2012-01-26;26.7;1.1;32.8;17.0;66.8;0.0;5.6
2012-01-27;22.1;1.1;32.9;20.3;70.1;1.4;5.0
2012-01-28;15.8;1.0;29.6;19.3;82.6;9.4;3.5
2012-01-29;21.3;1.2;30.1;18.3;80.0;0.6;4.4
2012-01-30;25.4;1.1;31.1;15.7;76.4;10.6;5.1
2012-01-31;20.2;1.4;30.6;18.0;77.8;2.6;4.4
2012-02-01;17.8;1.5;29.2;17.9;82.1;13.9;3.8
2012-02-02;23.0;1.5;28.5;16.3;70.5;3.4;4.7
2012-02-03;29.3;1.7;30.7;15.7;65.9;0.0;6.0
2012-02-04;25.3;1.5;30.6;16.0;67.1;0.0;5.3
2012-02-05;28.1;1.5;30.5;16.2;64.6;0.0;5.7
2012-02-06;26.3;1.4;31.8;15.8;66.6;0.0;5.6
2012-02-07;26.2;1.0;33.6;18.4;64.5;0.0;5.6
2012-02-08;20.6;1.0;34.7;19.2;68.0;1.8;4.8
2012-02-09;22.3;0.8;34.0;17.8;68.2;0.0;4.8
2012-02-10;18.5;0.8;31.8;19.9;77.1;20.7;4.1
2012-02-11;12.6;0.7;29.5;19.8;76.1;0.7;2.9
2012-02-12;17.1;0.8;29.0;19.8;81.8;6.8;3.6
2012-02-13;20.4;1.1;29.8;19.6;78.2;2.8;4.3
2012-02-14;24.8;1.6;30.0;16.9;71.9;0.0;5.1
2012-02-15;27.1;1.8;30.5;17.0;69.6;0.0;5.6
2012-02-16;25.5;1.6;30.7;18.9;66.9;0.0;5.5
2012-02-17;23.5;1.6;30.7;18.6;69.4;1.2;5.1
2012-02-18;28.0;1.6;30.3;16.8;65.8;0.0;5.7
2012-02-19;21.8;1.6;30.5;17.2;69.8;0.0;4.8
2012-02-20;21.0;1.8;29.1;17.8;67.6;0.0;4.7
2012-02-21;22.3;1.6;30.0;16.5;66.3;0.0;4.9
2012-02-22;15.1;1.1;29.3;17.7;75.7;0.0;3.4
2012-02-23;18.1;0.6;29.8;18.8;75.9;2.1;3.8
2012-02-24;23.5;1.1;31.9;18.3;69.2;0.0;5.0
2012-02-25;27.7;1.6;32.4;17.9;63.5;0.0;5.9
2012-02-26;25.8;1.2;32.7;15.4;62.0;0.0;5.4
2012-02-27;27.8;1.0;33.8;16.4;57.2;0.0;5.7
2012-02-28;26.8;1.4;34.4;16.3;59.8;0.0;5.9
2012-02-29;27.0;1.4;34.2;17.1;59.2;0.0;5.9
2012-03-01;27.6;1.5;34.3;15.8;56.5;0.0;6.1
2012-03-02;27.6;0.9;34.7;15.7;54.5;0.0;5.6
2012-03-03;26.9;1.1;34.9;16.0;53.2;0.0;5.8
2012-03-04;26.5;1.5;33.1;17.2;56.9;0.0;5.8
2012-03-05;26.2;1.8;32.0;16.1;62.4;0.0;5.7
2012-03-06;23.4;1.5;31.7;16.6;66.4;0.0;5.0
2012-03-07;25.4;1.4;31.0;16.7;62.3;0.0;5.3
2012-03-08;25.7;1.3;31.4;16.5;61.7;0.0;5.3
2012-03-09;25.3;1.6;32.1;16.2;60.8;0.0;5.5
2012-03-10;20.1;1.5;32.1;17.0;66.1;0.0;4.7
2012-03-11;22.5;1.3;31.9;18.2;67.5;5.8;4.8
2012-03-12;19.4;1.6;32.2;17.9;81.4;21.0;4.2
2012-03-13;19.7;0.9;30.2;17.2;82.4;36.8;3.9
2012-03-14;22.8;1.0;30.4;18.0;73.2;1.3;4.6
2012-03-15;21.2;1.1;32.0;18.5;78.5;0.7;4.4
2012-03-16;11.5;0.7;29.0;19.5;88.2;20.8;2.5
2012-03-17;11.2;1.3;25.7;19.6;84.5;19.2;2.5
2012-03-18;12.1;1.6;25.7;18.9;73.6;3.9;2.9
2012-03-19;8.8;1.2;24.7;18.3;84.1;0.7;2.1
2012-03-20;14.0;0.7;25.7;17.5;83.2;2.5;2.8
2012-03-21;18.0;0.9;28.5;16.9;79.0;0.2;3.5
2012-03-22;22.2;0.6;30.7;17.0;76.1;0.0;4.3
2012-03-23;12.5;0.6;30.1;18.2;85.5;5.9;2.7
2012-03-24;20.0;0.6;29.8;19.3;78.6;11.6;3.9
2012-03-25;16.1;0.8;31.5;19.9;82.2;2.8;3.4
2012-03-26;23.6;1.2;31.0;18.3;76.4;14.9;4.7
2012-03-27;21.4;1.2;30.8;16.7;73.7;0.0;4.3
2012-03-28;18.2;0.7;30.6;16.6;75.0;0.0;3.6
2012-03-29;14.9;1.1;29.6;18.7;81.1;9.5;3.2
2012-03-30;20.2;1.4;29.5;18.5;75.4;5.5;4.1
2012-03-31;20.1;1.4;29.4;19.5;74.4;4.1;4.1
2012-04-01;20.6;1.3;29.8;17.8;74.5;0.4;4.1
2012-04-02;21.7;1.5;30.5;16.9;72.4;0.0;4.4
2012-04-03;19.5;1.5;30.5;17.3;72.9;0.0;4.1
2012-04-04;21.0;1.3;30.3;16.6;70.8;0.0;4.3
2012-04-05;22.5;0.8;31.6;17.6;72.1;0.0;4.3
2012-04-06;14.5;0.7;31.3;17.9;81.5;0.0;3.1
2012-04-07;20.5;0.9;30.8;18.6;76.9;18.9;4.0
2012-04-08;19.8;1.3;29.8;17.0;73.7;0.0;4.0
2012-04-09;21.0;1.5;29.6;17.6;71.8;0.0;4.2
2012-04-10;20.9;1.7;29.6;16.7;71.9;0.0;4.3
2012-04-11;19.8;1.5;28.9;15.8;71.7;0.0;4.0
2012-04-12;18.7;1.7;28.8;16.2;74.1;0.0;3.8
2012-04-13;20.4;1.4;29.2;15.1;74.4;0.0;3.9
2012-04-14;21.0;0.8;30.2;15.4;71.1;0.0;3.9
2012-04-15;21.3;0.6;31.8;15.2;70.6;0.0;3.9
2012-04-16;15.4;0.8;32.0;17.3;76.6;1.2;3.2
2012-04-17;9.2;1.3;28.0;18.7;85.1;2.3;2.2
2012-04-18;22.0;1.0;29.9;15.0;70.8;1.5;4.0
2012-04-19;21.8;1.1;29.2;13.3;68.2;0.0;4.0
2012-04-20;21.2;0.9;29.0;12.1;65.1;0.0;3.8
2012-04-21;20.3;0.8;29.8;13.0;65.0;0.0;3.7
2012-04-22;13.9;0.5;30.1;16.8;70.3;0.0;2.8
2012-04-23;8.4;0.7;27.1;19.2;86.4;0.5;1.9
2012-04-24;20.7;0.8;27.8;16.8;76.2;5.4;3.6
2012-04-25;20.0;1.0;30.8;14.8;72.6;0.1;3.7
2012-04-26;15.1;1.0;30.8;18.1;76.6;0.0;3.1
2012-04-27;14.1;0.6;29.9;18.9;81.3;16.1;2.8
2012-04-28;18.4;0.8;30.8;17.0;76.8;0.5;3.5
2012-04-29;17.4;1.2;30.0;17.6;77.2;0.5;3.4
2012-04-30;19.1;0.7;29.6;15.7;71.2;0.9;3.4
2012-05-01;11.0;0.8;28.1;16.0;78.1;0.5;2.3
2012-05-02;16.9;1.5;25.4;13.7;76.8;0.0;3.0
2012-05-03;19.2;1.5;27.0;12.8;72.2;0.0;3.5
2012-05-04;17.9;1.6;27.2;12.9;69.9;0.0;3.4
2012-05-05;19.0;1.1;27.4;15.5;70.1;0.0;3.4
2012-05-06;15.1;0.9;26.9;12.5;74.6;0.0;2.7
2012-05-07;16.2;1.6;26.2;14.8;67.5;0.0;3.2
2012-05-08;6.8;1.2;23.0;14.9;79.8;1.8;1.7
