,0,Model
0,0.7333605812868856,"CNN1 (Tmin, ETo)"
0,0.7363626580867795,"CNN1 (Tmin, ETo)"
0,0.626432675368749,"CNN1 (Tmin, ETo)"
0,0.7076620192125521,"CNN1 (Tmin, ETo)"
0,0.6605263089934591,"CNN1 (Tmin, ETo)"
